Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCX06,OUT049,2894.0
FDC37,OUT027,3230.0
FDZ14,OUT018,1784.0
DRG49,OUT049,3934.0
NCG06,OUT045,3938.0
DRC36,OUT045,2712.0
FDV21,OUT019,106.0
FDB53,OUT046,2332.0
DRP47,OUT019,2090.0
FDA14,OUT013,2350.0
DRC24,OUT035,2570.0
FDW21,OUT018,1498.0
NCH29,OUT046,1512.0
FDU58,OUT013,3070.0
FDY27,OUT017,2980.0
FDV56,OUT035,1940.0
FDT59,OUT046,3624.0
FDB23,OUT046,3580.0
FDR49,OUT045,704.0
FDB03,OUT010,1898.0
FDN39,OUT045,2610.0
FDX02,OUT027,5030.0
FDQ16,OUT027,3230.0
FDU35,OUT018,1438.0
NCT29,OUT013,1926.0
FDZ27,OUT046,820.0
FDN57,OUT017,2350.0
FDA03,OUT018,2168.0
FDZ36,OUT045,2908.0
NCU05,OUT013,1286.0
FDT39,OUT018,2232.0
FDK60,OUT017,1744.0
FDZ25,OUT017,2880.0
FDG12,OUT046,2036.0
DRB01,OUT019,1194.0
NCC43,OUT027,5410.0
FDX13,OUT019,2090.0
FDM22,OUT049,1010.0
FDJ03,OUT027,2334.0
FDU14,OUT018,3752.0
FDB33,OUT010,626.0
FDP27,OUT046,2960.0
FDO38,OUT010,-654.0
FDE28,OUT027,5198.0
FDO27,OUT035,1692.0
DRL23,OUT027,3208.0
FDS28,OUT046,916.0
FDX24,OUT013,1558.0
FDZ02,OUT035,1738.0
FDL46,OUT045,1808.0
FDS60,OUT027,4334.0
NCO06,OUT017,618.0
FDO16,OUT035,1530.0
FDC60,OUT049,1510.0
FDA48,OUT018,3272.0
FDZ36,OUT027,4494.0
FDK27,OUT045,1872.0
FDW23,OUT018,442.0
FDM14,OUT018,1586.0
FDM14,OUT013,1782.0
FDW60,OUT018,2670.0
FDE21,OUT013,1902.0
NCM42,OUT035,1860.0
FDY59,OUT010,-334.0
DRI49,OUT049,1374.0
FDT28,OUT019,554.0
FDQ22,OUT018,482.0
FDR60,OUT049,1326.0
FDC50,OUT019,-350.0
FDV24,OUT013,2478.0
DRF48,OUT010,978.0
FDQ47,OUT046,584.0
DRN36,OUT049,1662.0
NCY06,OUT035,2148.0
FDE52,OUT035,1676.0
NCB54,OUT045,1906.0
NCF31,OUT035,2524.0
FDJ08,OUT027,4486.0
NCC07,OUT017,1762.0
NCD19,OUT027,2434.0
FDL46,OUT049,2006.0
FDM20,OUT045,3846.0
NCI06,OUT010,906.0
DRM11,OUT035,4226.0
NCH07,OUT018,2244.0
FDS23,OUT013,2070.0
FDO49,OUT018,670.0
FDS35,OUT049,1158.0
DRK39,OUT045,1304.0
DRI39,OUT049,1022.0
FDV04,OUT017,2634.0
NCN14,OUT035,2988.0
FDH08,OUT013,3670.0
FDS20,OUT046,2884.0
FDV40,OUT049,1374.0
FDZ48,OUT010,-118.0
FDS24,OUT027,2942.0
FDK44,OUT049,2858.0
FDS48,OUT045,2346.0
FDK26,OUT010,1122.0
FDD23,OUT045,2966.0
NCH54,OUT017,2610.0
NCP14,OUT010,-262.0
FDM60,OUT010,-1150.0
FDV24,OUT017,2558.0
FDH08,OUT018,3406.0
FDS12,OUT027,3494.0
FDR39,OUT027,4366.0
FDP12,OUT027,2166.0
DRF60,OUT027,5256.0
FDC09,OUT035,1838.0
FDF50,OUT018,3002.0
FDG28,OUT035,4068.0
NCE19,OUT017,962.0
NCM53,OUT010,-214.0
NCN18,OUT049,1822.0
FDF32,OUT035,3344.0
FDF11,OUT013,3862.0
DRI59,OUT049,3678.0
NCG54,OUT035,2796.0
FDM44,OUT046,1596.0
FDT57,OUT018,3532.0
FDV24,OUT046,2412.0
FDI50,OUT019,1826.0
FDS09,OUT035,1022.0
NCC31,OUT027,3922.0
FDQ07,OUT019,1626.0
FDC22,OUT017,3170.0
FDZ56,OUT046,2652.0
FDZ40,OUT019,-966.0
FDS46,OUT027,3422.0
DRD24,OUT045,2152.0
FDV45,OUT017,3112.0
FDL26,OUT045,2424.0
FDA56,OUT018,1774.0
FDN27,OUT046,1908.0
FDM20,OUT049,3986.0
FDO16,OUT017,1468.0
FDL03,OUT035,3304.0
FDE58,OUT046,1924.0
FDI02,OUT027,3326.0
NCC55,OUT019,-1166.0
FDR03,OUT018,3134.0
FDB14,OUT017,1648.0
FDR45,OUT013,3854.0
NCN07,OUT017,2138.0
FDM51,OUT019,-126.0
FDT52,OUT027,5390.0
FDL26,OUT046,2440.0
NCZ42,OUT046,3720.0
DRI47,OUT019,450.0
FDW40,OUT013,2302.0
FDN34,OUT046,2704.0
FDS01,OUT035,2992.0
NCG55,OUT045,1786.0
FDC11,OUT035,1552.0
FDX35,OUT018,3402.0
NCB06,OUT046,2456.0
FDR09,OUT019,2218.0
FDC53,OUT017,1678.0
FDY45,OUT013,4070.0
FDA22,OUT010,802.0
FDE02,OUT035,1674.0
FDW21,OUT045,1636.0
FDV34,OUT046,1212.0
FDS59,OUT049,1866.0
NCW17,OUT017,2114.0
NCK54,OUT046,1976.0
FDG17,OUT019,2042.0
FDG35,OUT017,2918.0
FDD08,OUT010,-1262.0
NCO07,OUT017,3410.0
FDJ10,OUT010,354.0
FDW36,OUT017,1786.0
FDW21,OUT010,-326.0
FDY19,OUT017,2008.0
DRE03,OUT013,802.0
NCC55,OUT049,734.0
FDH52,OUT010,-806.0
FDO09,OUT017,4320.0
FDU43,OUT045,3760.0
FDX09,OUT010,858.0
FDH40,OUT019,-502.0
FDW58,OUT017,1824.0
FDC47,OUT017,3676.0
NCR41,OUT035,1668.0
DRG49,OUT035,3982.0
FDC52,OUT027,3982.0
FDY13,OUT046,1188.0
FDY35,OUT013,790.0
FDI35,OUT017,3014.0
NCU18,OUT049,2286.0
FDY33,OUT018,2354.0
FDC15,OUT027,3966.0
FDU01,OUT049,3102.0
NCU42,OUT046,2632.0
NCV29,OUT018,2580.0
NCY30,OUT017,2970.0
FDQ46,OUT049,1890.0
FDG58,OUT027,3990.0
FDK33,OUT017,3486.0
NCD07,OUT045,1810.0
NCX29,OUT027,3730.0
NCT42,OUT013,2342.0
DRN59,OUT035,942.0
FDI44,OUT035,1434.0
FDA45,OUT049,2930.0
FDP31,OUT045,1024.0
FDY01,OUT046,1828.0
FDT09,OUT018,1962.0
DRH03,OUT027,3032.0
FDA36,OUT018,2764.0
NCF31,OUT017,2506.0
FDG14,OUT049,2546.0
FDG28,OUT027,5438.0
FDU14,OUT049,4062.0
FDY47,OUT019,290.0
FDI56,OUT049,1530.0
DRD01,OUT013,970.0
FDM22,OUT046,924.0
FDH33,OUT013,734.0
DRZ24,OUT013,1954.0
NCQ38,OUT046,1616.0
FDO16,OUT027,2870.0
FDU07,OUT027,3870.0
NCB07,OUT013,3046.0
FDU48,OUT045,2028.0
NCM43,OUT045,2498.0
FDR31,OUT010,426.0
DRK49,OUT018,498.0
NCI30,OUT010,1898.0
DRD60,OUT017,2976.0
NCG19,OUT046,3624.0
FDH12,OUT035,1818.0
FDM32,OUT035,1674.0
FDM27,OUT035,2656.0
NCU53,OUT027,4098.0
NCQ18,OUT046,1496.0
FDS10,OUT013,2894.0
FDB33,OUT027,3998.0
FDI12,OUT013,1446.0
NCW42,OUT013,3478.0
NCC06,OUT018,1796.0
FDW02,OUT017,2184.0
NCD43,OUT017,1754.0
FDM57,OUT018,1164.0
FDA58,OUT017,3884.0
FDK56,OUT046,2924.0
FDP52,OUT045,3624.0
FDW20,OUT018,1806.0
FDS52,OUT049,1706.0
NCT29,OUT018,1660.0
NCL54,OUT013,2854.0
FDC05,OUT045,3088.0
FDF34,OUT035,3306.0
FDP03,OUT027,3518.0
FDD32,OUT010,-502.0
FDZ10,OUT045,1984.0
FDZ40,OUT035,1036.0
FDD51,OUT018,554.0
NCY30,OUT019,962.0
FDP58,OUT017,3558.0
FDV49,OUT017,4286.0
FDY24,OUT019,-934.0
NCO55,OUT017,1762.0
FDR13,OUT017,2010.0
FDS51,OUT017,1152.0
FDP26,OUT045,1638.0
NCB54,OUT027,3506.0
FDF32,OUT017,3280.0
FDN31,OUT018,2786.0
DRM48,OUT017,700.0
FDN20,OUT049,2802.0
DRL01,OUT046,3674.0
FDV56,OUT049,1854.0
DRH13,OUT027,3216.0
FDA03,OUT017,2488.0
FDF47,OUT027,5030.0
FDX32,OUT046,2340.0
FDX57,OUT049,1698.0
NCA30,OUT045,2898.0
FDO49,OUT013,902.0
FDL04,OUT019,-190.0
DRM48,OUT035,752.0
FDR16,OUT013,3422.0
NCC19,OUT018,2796.0
NCE42,OUT045,3626.0
FDY24,OUT017,1062.0
FDH19,OUT049,2878.0
FDJ46,OUT013,2822.0
FDN45,OUT010,1626.0
FDY08,OUT035,2370.0
FDZ37,OUT035,1632.0
NCT30,OUT045,650.0
DRY23,OUT018,502.0
NCZ30,OUT018,1708.0
FDC44,OUT018,1602.0
FDB45,OUT035,1836.0
FDY04,OUT013,2654.0
FDM27,OUT046,2516.0
FDZ43,OUT017,3968.0
FDT39,OUT019,586.0
NCC06,OUT019,114.0
FDL15,OUT027,3926.0
FDL57,OUT017,4202.0
FDU08,OUT046,1580.0
FDK40,OUT017,4356.0
FDQ12,OUT010,1714.0
FDS48,OUT017,2554.0
FDP09,OUT045,3278.0
FDW21,OUT049,1766.0
FDY25,OUT035,3066.0
DRE13,OUT017,1482.0
FDV43,OUT019,-1142.0
FDD22,OUT045,1712.0
FDM46,OUT019,-414.0
NCO30,OUT010,1018.0
FDM25,OUT046,2760.0
NCN41,OUT049,1998.0
FDU24,OUT045,1492.0
FDZ50,OUT046,2912.0
FDP45,OUT013,4030.0
NCM54,OUT045,1898.0
FDW10,OUT019,970.0
FDP20,OUT017,2174.0
FDK32,OUT046,2424.0
FDN52,OUT049,1522.0
FDM58,OUT045,1756.0
FDZ46,OUT027,3286.0
NCA18,OUT018,1620.0
FDD35,OUT046,1968.0
NCK31,OUT035,916.0
FDI40,OUT027,3126.0
FDT50,OUT019,-254.0
NCT06,OUT046,2560.0
FDT31,OUT035,3124.0
FDT45,OUT049,990.0
FDT13,OUT045,2924.0
FDO50,OUT045,1440.0
NCU18,OUT010,282.0
NCR54,OUT049,3142.0
NCO18,OUT018,2572.0
FDU09,OUT045,888.0
FDT13,OUT018,2794.0
FDE09,OUT046,1784.0
NCK53,OUT019,-254.0
FDG45,OUT049,3466.0
DRH15,OUT035,894.0
FDO21,OUT019,1738.0
FDD14,OUT027,4374.0
FDC09,OUT046,1656.0
FDH45,OUT027,2238.0
FDV32,OUT046,1024.0
FDG12,OUT035,2170.0
FDS32,OUT013,2302.0
NCL55,OUT018,3748.0
DRE01,OUT035,3948.0
DRE15,OUT049,1366.0
NCL42,OUT045,3794.0
FDP31,OUT013,1094.0
FDN33,OUT018,1330.0
FDZ59,OUT046,2596.0
FDE45,OUT010,946.0
FDJ07,OUT013,1950.0
FDQ45,OUT018,2802.0
FDM33,OUT027,4966.0
FDO15,OUT010,-630.0
FDM46,OUT013,1478.0
FDR03,OUT045,3270.0
FDY49,OUT018,2478.0
FDQ60,OUT045,1850.0
FDW10,OUT049,2894.0
FDO51,OUT049,894.0
FDJ40,OUT018,1586.0
FDS20,OUT018,2698.0
FDU45,OUT013,1854.0
FDV02,OUT035,2850.0
FDN09,OUT046,3816.0
NCM55,OUT027,4402.0
FDN23,OUT018,2138.0
FDY31,OUT010,402.0
FDW03,OUT010,-158.0
FDD14,OUT046,2836.0
FDV23,OUT017,2130.0
DRI03,OUT045,2738.0
FDN13,OUT035,1720.0
FDF45,OUT027,2534.0
FDU46,OUT035,1606.0
FDB57,OUT049,3642.0
FDV12,OUT049,1738.0
FDQ58,OUT013,2510.0
NCA18,OUT017,1922.0
FDH52,OUT049,1146.0
FDM24,OUT018,2230.0
NCP43,OUT027,4322.0
NCO18,OUT019,898.0
FDM32,OUT017,1634.0
NCL07,OUT017,730.0
FDK03,OUT013,4046.0
FDP59,OUT017,1780.0
FDQ24,OUT049,4054.0
FDQ16,OUT018,1554.0
FDU44,OUT013,2606.0
FDH28,OUT010,-1222.0
FDV28,OUT019,-1206.0
FDM22,OUT045,862.0
FDR56,OUT046,3092.0
FDV39,OUT049,3258.0
FDU37,OUT019,-494.0
FDQ11,OUT010,2082.0
FDX02,OUT045,3474.0
NCS42,OUT018,1236.0
FDY57,OUT027,3046.0
FDB21,OUT049,3902.0
FDE28,OUT017,3782.0
FDQ55,OUT017,1988.0
FDA48,OUT049,3606.0
FDZ19,OUT045,2688.0
NCC43,OUT045,3866.0
NCV18,OUT046,1232.0
NCA42,OUT018,2332.0
FDY45,OUT046,4064.0
NCC30,OUT045,2722.0
FDM57,OUT013,1430.0
FDL09,OUT010,738.0
FDB09,OUT027,3478.0
FDT44,OUT035,2052.0
NCT06,OUT027,4082.0
FDX26,OUT049,2994.0
FDK32,OUT013,2510.0
DRA12,OUT046,2282.0
FDO46,OUT010,1170.0
FDE52,OUT013,1510.0
NCH42,OUT045,3506.0
FDV08,OUT035,934.0
FDB47,OUT018,3122.0
FDC28,OUT010,-46.0
FDD22,OUT046,1780.0
FDS07,OUT027,3374.0
DRI13,OUT045,3368.0
FDG32,OUT018,3282.0
FDU14,OUT017,4088.0
FDD28,OUT019,-798.0
NCP41,OUT017,1818.0
FDS08,OUT049,2854.0
FDX47,OUT045,2462.0
FDC53,OUT019,-230.0
FDQ19,OUT035,4016.0
FDL14,OUT045,2422.0
FDM33,OUT019,1666.0
FDA51,OUT045,1764.0
FDZ27,OUT018,654.0
FDT04,OUT046,692.0
DRC13,OUT049,2150.0
FDR16,OUT027,4926.0
FDQ03,OUT027,5278.0
FDE38,OUT035,2814.0
DRH23,OUT027,2400.0
FDT11,OUT019,1154.0
FDD09,OUT035,3028.0
FDR40,OUT045,1318.0
FDX07,OUT017,3134.0
FDR07,OUT035,1694.0
FDA51,OUT017,1964.0
FDT59,OUT019,1818.0
FDF20,OUT017,3198.0
FDR13,OUT045,1798.0
FDY26,OUT049,3450.0
FDW04,OUT017,2262.0
FDK52,OUT017,3718.0
FDN60,OUT049,2574.0
FDM09,OUT019,866.0
FDP46,OUT049,1550.0
FDB50,OUT019,-606.0
NCQ29,OUT049,4118.0
FDP16,OUT027,5366.0
FDX33,OUT018,2386.0
FDP07,OUT010,1090.0
FDN22,OUT046,3980.0
FDF39,OUT049,4270.0
FDS21,OUT017,1142.0
NCM42,OUT013,1702.0
FDK50,OUT019,794.0
DRF13,OUT027,3848.0
FDH35,OUT018,2418.0
FDP60,OUT018,1474.0
DRJ49,OUT027,3616.0
NCT42,OUT019,466.0
FDE38,OUT049,2754.0
FDI04,OUT049,3250.0
NCH54,OUT045,2370.0
FDT56,OUT049,1066.0
DRD15,OUT018,3436.0
FDV58,OUT013,3094.0
FDP21,OUT049,3082.0
FDH05,OUT013,3726.0
FDR10,OUT027,4070.0
NCP06,OUT045,2258.0
FDF33,OUT049,1830.0
DRK37,OUT013,3018.0
DRH49,OUT045,1302.0
FDT58,OUT013,2678.0
FDD41,OUT018,1510.0
FDP40,OUT018,1602.0
FDM51,OUT027,3190.0
FDO45,OUT010,-454.0
FDW33,OUT010,-198.0
FDY24,OUT045,854.0
FDB10,OUT010,1890.0
FDM40,OUT035,2402.0
NCI06,OUT017,2922.0
FDW12,OUT019,490.0
FDX48,OUT027,3982.0
NCW05,OUT027,3138.0
FDX27,OUT017,1686.0
DRM37,OUT045,3050.0
FDA38,OUT045,3740.0
FDR36,OUT046,660.0
FDZ45,OUT046,3116.0
FDG05,OUT017,2700.0
FDK28,OUT013,4102.0
FDV47,OUT045,1338.0
FDN21,OUT045,2494.0
FDP20,OUT027,3542.0
FDI35,OUT045,2830.0
DRY23,OUT013,754.0
FDA56,OUT017,2090.0
FDB09,OUT013,1982.0
NCO26,OUT027,3314.0
FDQ49,OUT018,2324.0
FDI52,OUT027,3454.0
FDZ44,OUT027,3374.0
FDZ09,OUT018,2392.0
FDY03,OUT049,1918.0
NCG42,OUT017,2162.0
DRI13,OUT027,4952.0
FDQ32,OUT013,2062.0
FDW16,OUT035,1642.0
FDU27,OUT046,776.0
FDR28,OUT010,738.0
FDQ49,OUT010,666.0
FDS37,OUT046,1836.0
FDW26,OUT018,3286.0
FDX12,OUT018,3686.0
NCP06,OUT013,2374.0
FDW45,OUT010,426.0
NCN30,OUT049,1574.0
FDN24,OUT049,954.0
NCL41,OUT027,2002.0
FDR02,OUT019,-94.0
FDD09,OUT010,1026.0
FDS33,OUT010,-574.0
FDU22,OUT045,1854.0
FDI53,OUT013,2638.0
DRH01,OUT049,2854.0
FDX32,OUT013,2342.0
NCP30,OUT018,436.0
FDB60,OUT045,3028.0
FDB14,OUT049,1634.0
NCP02,OUT035,1044.0
FDJ10,OUT017,2354.0
FDG34,OUT046,1792.0
NCB18,OUT017,1474.0
FDM16,OUT049,1350.0
FDW25,OUT018,1162.0
FDB35,OUT010,-414.0
DRN11,OUT013,2282.0
FDF41,OUT019,2018.0
FDH16,OUT045,1356.0
NCQ50,OUT018,3148.0
DRH23,OUT018,698.0
DRJ37,OUT013,2442.0
DRJ24,OUT027,4384.0
FDY16,OUT035,3124.0
FDQ27,OUT045,1676.0
FDZ33,OUT045,2302.0
FDF29,OUT045,2068.0
FDA08,OUT049,2734.0
FDG31,OUT046,1052.0
FDE34,OUT019,930.0
NCR30,OUT027,2642.0
FDV33,OUT035,4270.0
DRZ24,OUT018,1714.0
NCL54,OUT035,2924.0
FDR12,OUT049,2858.0
NCC54,OUT046,3712.0
DRN59,OUT013,794.0
FDX50,OUT019,-110.0
FDV31,OUT027,4334.0
NCA29,OUT027,4194.0
FDW60,OUT049,2950.0
FDX08,OUT017,3004.0
DRD49,OUT013,3730.0
FDD33,OUT046,3656.0
FDW35,OUT013,742.0
FDJ36,OUT017,1782.0
FDV51,OUT035,2796.0
FDW36,OUT046,1676.0
FDH35,OUT046,2612.0
NCS30,OUT027,3554.0
FDN49,OUT017,776.0
FDL08,OUT018,3718.0
FDI09,OUT013,3870.0
FDP19,OUT018,1878.0
FDU21,OUT010,-1318.0
NCP41,OUT045,1602.0
FDY10,OUT013,1830.0
FDP12,OUT018,460.0
NCN26,OUT049,1958.0
FDK44,OUT013,2790.0
FDC28,OUT049,1886.0
FDJ41,OUT027,5646.0
NCT29,OUT035,2068.0
NCH42,OUT019,1698.0
FDU60,OUT018,2498.0
FDS02,OUT045,3044.0
FDC51,OUT046,2000.0
FDU03,OUT013,2966.0
FDX39,OUT045,3312.0
NCY05,OUT010,-1318.0
NCL06,OUT027,5538.0
FDD32,OUT035,1496.0
NCN41,OUT045,1834.0
NCX53,OUT049,2326.0
FDU57,OUT019,538.0
FDQ23,OUT046,1648.0
FDQ52,OUT045,3842.0
FDC14,OUT045,650.0
FDY09,OUT035,2966.0
FDQ28,OUT045,2454.0
FDV25,OUT046,3484.0
FDJ07,OUT035,2042.0
DRB25,OUT049,1766.0
FDK52,OUT019,1746.0
FDY52,OUT027,2574.0
FDB28,OUT046,3092.0
FDT36,OUT035,792.0
FDV25,OUT017,3646.0
NCN07,OUT027,3522.0
FDC57,OUT017,3196.0
FDQ03,OUT018,3582.0
FDU23,OUT017,2798.0
NCX41,OUT035,3484.0
NCD06,OUT035,860.0
FDW08,OUT045,1662.0
NCU29,OUT017,2370.0
NCE06,OUT013,2518.0
FDV52,OUT010,10.0
FDB02,OUT017,2970.0
NCR18,OUT045,618.0
FDK16,OUT049,1610.0
NCQ29,OUT010,2122.0
FDZ01,OUT019,-158.0
FDW27,OUT035,2672.0
FDD17,OUT018,3560.0
FDW39,OUT013,2934.0
DRH59,OUT045,1120.0
FDS52,OUT013,1662.0
FDU40,OUT027,4582.0
NCF54,OUT013,2726.0
FDH46,OUT045,1620.0
NCP14,OUT049,1694.0
FDH50,OUT049,3046.0
DRF15,OUT010,554.0
FDV27,OUT027,2926.0
NCJ06,OUT049,1958.0
FDN02,OUT018,3038.0
FDQ51,OUT049,946.0
FDQ07,OUT017,3656.0
FDS45,OUT049,1806.0
NCJ06,OUT045,1810.0
FDD36,OUT035,2034.0
FDY25,OUT045,2872.0
FDU52,OUT046,2448.0
DRK47,OUT017,3684.0
NCL30,OUT017,2130.0
FDN22,OUT035,4172.0
NCF30,OUT027,3426.0
FDK03,OUT035,4216.0
FDT45,OUT017,1046.0
NCC54,OUT027,5202.0
FDP08,OUT018,2902.0
FDU44,OUT046,2592.0
DRG39,OUT035,1026.0
FDU32,OUT049,2090.0
FDY27,OUT049,2942.0
NCP54,OUT013,1958.0
NCZ41,OUT049,2102.0
DRL49,OUT013,2290.0
FDI05,OUT018,1050.0
FDY56,OUT045,3526.0
DRC13,OUT013,2090.0
NCV29,OUT017,2922.0
FDR24,OUT049,1554.0
FDZ34,OUT018,2862.0
FDP37,OUT035,2136.0
FDX08,OUT027,4358.0
FDS57,OUT045,2192.0
NCG18,OUT049,1702.0
FDK25,OUT018,2480.0
FDH53,OUT049,1490.0
DRI59,OUT018,3348.0
FDA52,OUT046,2796.0
FDT20,OUT010,-1238.0
FDE36,OUT019,786.0
FDI24,OUT017,2880.0
FDB28,OUT018,2938.0
FDV11,OUT017,2968.0
FDP01,OUT046,2448.0
FDD34,OUT027,4086.0
FDJ50,OUT027,2366.0
FDZ44,OUT013,1918.0
DRO59,OUT035,1366.0
DRB48,OUT045,640.0
FDR21,OUT018,2562.0
NCE42,OUT010,1818.0
FDO23,OUT046,1472.0
NCE30,OUT018,3108.0
FDQ22,OUT035,808.0
FDY01,OUT045,1796.0
FDS08,OUT017,2924.0
FDG28,OUT018,3758.0
FDQ51,OUT018,686.0
FDB05,OUT017,4042.0
FDO56,OUT049,1982.0
FDE02,OUT018,1274.0
FDN45,OUT017,3624.0
FDS09,OUT013,862.0
NCA54,OUT018,2628.0
FDP09,OUT010,1458.0
FDC53,OUT045,1526.0
NCM55,OUT017,3018.0
FDL09,OUT018,2478.0
FDA11,OUT019,-342.0
FDA50,OUT045,1436.0
FDC23,OUT017,2976.0
FDE22,OUT049,2610.0
FDD23,OUT046,2976.0
NCA29,OUT049,2798.0
FDK38,OUT046,2332.0
DRC13,OUT046,1982.0
NCP43,OUT049,2886.0
FDX28,OUT049,1746.0
FDF08,OUT049,1578.0
FDZ33,OUT046,2352.0
FDD10,OUT049,2978.0
FDO58,OUT017,2698.0
FDI50,OUT017,3806.0
FDO58,OUT045,2564.0
FDX08,OUT013,2894.0
NCK17,OUT010,-1222.0
FDF39,OUT035,4342.0
FDU45,OUT010,-78.0
NCJ18,OUT018,1588.0
DRC27,OUT019,2002.0
DRC25,OUT035,1522.0
FDU59,OUT035,2704.0
FDU28,OUT035,3186.0
NCP30,OUT046,632.0
FDB39,OUT018,708.0
FDE41,OUT013,1494.0
DRH11,OUT010,-1006.0
FDA58,OUT045,3688.0
FDU50,OUT046,1884.0
FDM34,OUT013,2094.0
FDM44,OUT027,3134.0
FDR39,OUT045,2850.0
FDM25,OUT045,2754.0
FDQ49,OUT049,2618.0
DRH25,OUT018,680.0
FDM09,OUT027,4222.0
FDL44,OUT019,730.0
NCR42,OUT018,316.0
DRL59,OUT046,834.0
FDX43,OUT013,2734.0
DRK47,OUT010,1666.0
FDU48,OUT018,1886.0
FDY12,OUT045,796.0
NCN43,OUT018,1724.0
NCM55,OUT018,2660.0
FDQ21,OUT027,3486.0
FDX13,OUT035,4116.0
NCK30,OUT027,5442.0
FDG20,OUT049,2886.0
DRG27,OUT017,784.0
FDY14,OUT018,3946.0
FDP59,OUT035,1820.0
FDU60,OUT017,2842.0
NCC18,OUT019,786.0
DRJ39,OUT017,3552.0
FDS07,OUT049,1938.0
FDM08,OUT027,5062.0
FDP51,OUT045,1880.0
FDU16,OUT035,1550.0
FDH12,OUT013,1718.0
DRE48,OUT010,1242.0
NCL42,OUT027,5314.0
FDR21,OUT045,2734.0
NCW29,OUT035,2188.0
FDO11,OUT013,4006.0
NCM31,OUT049,2310.0
FDV35,OUT019,586.0
FDF58,OUT017,1158.0
NCE43,OUT049,2702.0
FDA02,OUT035,2468.0
DRL37,OUT010,-1126.0
FDR24,OUT018,1296.0
FDW59,OUT049,1458.0
FDS22,OUT049,894.0
FDW24,OUT017,936.0
FDU24,OUT035,1732.0
FDA21,OUT027,4494.0
FDH58,OUT027,3422.0
FDW36,OUT018,1462.0
FDI45,OUT027,4246.0
FDU01,OUT018,2794.0
FDF35,OUT027,3238.0
FDU43,OUT019,1962.0
FDE24,OUT019,410.0
FDK50,OUT049,2706.0
FDG31,OUT045,976.0
FDC60,OUT045,1394.0
FDL36,OUT013,1462.0
FDP21,OUT013,3054.0
FDW16,OUT045,1418.0
FDX02,OUT017,3678.0
FDQ58,OUT027,4030.0
FDT51,OUT046,1776.0
FDD59,OUT049,1442.0
NCM42,OUT018,1500.0
FDA57,OUT018,492.0
FDZ48,OUT035,1952.0
FDE46,OUT045,2364.0
NCZ30,OUT019,50.0
FDB56,OUT017,3166.0
FDA25,OUT027,3222.0
FDD20,OUT013,2046.0
FDL25,OUT013,1542.0
NCO18,OUT049,2846.0
FDJ45,OUT017,704.0
FDR12,OUT035,2880.0
NCF19,OUT010,-1174.0
FDK25,OUT046,2616.0
NCR17,OUT046,1768.0
FDC52,OUT046,2448.0
NCA54,OUT017,2946.0
FDR45,OUT010,1930.0
NCM19,OUT049,1902.0
FDF39,OUT027,5710.0
FDX23,OUT049,1650.0
FDD58,OUT027,3086.0
FDX28,OUT013,1694.0
NCD31,OUT013,2566.0
FDU57,OUT018,2206.0
FDI27,OUT046,788.0
NCM42,OUT046,1664.0
FDD32,OUT027,2854.0
FDI34,OUT013,3662.0
NCM29,OUT049,2126.0
